Mandante,Placar,Visitante,Rodada,Coringa,Jogador
Fluminense,1 x 2,Santos,3,NÃO,BRIAN
São Paulo,0 x 1,Cruzeiro,3,NÃO,BRIAN
Bragantino,1 x 1,Botafogo,3,NÃO,BRIAN
Atlético-MG,2 x 0,Vitória,3,NÃO,BRIAN
Juventude,2 x 1,Ceará,3,NÃO,BRIAN
Bahia,1 x 1,Mirassol,3,NÃO,BRIAN
Fortaleza,0 x 1,Internacional,3,NÃO,BRIAN
Grêmio,1 x 2,Flamengo,3,SIM,BRIAN
Santos,2 x 1,Atlético-MG,4,SIM,BRIAN
Botafogo,1 x 1,São Paulo,4,NÃO,BRIAN
Corinthians,3 x 2,Fluminense,4,NÃO,BRIAN
Flamengo,3 x 1,Juventude,4,NÃO,BRIAN
Mirassol,1 x 0,Grêmio,4,NÃO,BRIAN
Cruzeiro,1 x 1,Bahia,4,NÃO,BRIAN
Sport,1 x 0,Bragantino,4,NÃO,BRIAN
Vitória,2 x 0,Fortaleza,4,NÃO,BRIAN
Ceará,0 x 1,Vasco,4,NÃO,BRIAN
Internacional,1 x 2,Palmeiras,4,SIM,BRIAN
Vasco,0 x 2,Flamengo,5,SIM,BRIAN
Fluminense,2 x 1,Vitória,5,NÃO,BRIAN
Corinthians,2 x 0,Sport,5,NÃO,BRIAN
São Paulo,1 x 1,Santos,5,NÃO,BRIAN
Bragantino,1 x 1,Cruzeiro,5,NÃO,BRIAN
Atlético-MG,2 x 1,Botafogo,5,NÃO,BRIAN
Juventude,2 x 3,Mirassol,5,NÃO,BRIAN
Bahia,2 x 0,Ceará,5,NÃO,BRIAN
Fortaleza,0 x 2,Palmeiras,5,NÃO,BRIAN
Grêmio,1 x 0,Internacional,5,SIM,BRIAN
Flamengo,2 x 1,Corinthians,6,SIM,BRIAN
Sport,1 x 0,Fortaleza,6,NÃO,BRIAN
Palmeiras,2 x 1,Bahia,6,NÃO,BRIAN
Santos,2 x 0,Bragantino,6,NÃO,BRIAN
Mirassol,1 x 2,Atlético-MG,6,NÃO,BRIAN
Cruzeiro,2 x 0,Vasco,6,NÃO,BRIAN
Internacional,2 x 0,Juventude,6,NÃO,BRIAN
Vitória,1 x 1,Grêmio,6,NÃO,BRIAN
Ceará,1 x 2,São Paulo,6,NÃO,BRIAN
Botafogo,1 x 1,Fluminense,6,SIM,BRIAN
Vasco,1 x 2,Palmeiras,7,SIM,BRIAN
Fluminense,2 x 0,Sport,7,NÃO,BRIAN
Corinthians,3 x 1,Internacional,7,NÃO,BRIAN
São Paulo,2 x 0,Fortaleza,7,NÃO,BRIAN
Bragantino,2 x 1,Mirassol,7,NÃO,BRIAN
Juventude,1 x 1,Atlético-MG,7,NÃO,BRIAN
Grêmio,0 x 2,Santos,7,NÃO,BRIAN
Bahia,2 x 1,Botafogo,7,NÃO,BRIAN
Ceará,2 x 1,Vitória,7,NÃO,BRIAN
Cruzeiro,2 x 1,Flamengo,7,SIM,BRIAN
Botafogo,2 x 0,Internacional,8,SIM,BRIAN
Sport,1 x 2,Cruzeiro,8,NÃO,BRIAN
Flamengo,2 x 1,Bahia,8,NÃO,BRIAN
Santos,3 x 0,Ceará,8,NÃO,BRIAN
Mirassol,1 x 2,Corinthians,8,NÃO,BRIAN
Atlético-MG,2 x 0,Fluminense,8,NÃO,BRIAN
Grêmio,1 x 1,Bragantino,8,NÃO,BRIAN
Vitória,1 x 0,Vasco,8,NÃO,BRIAN
Fortaleza,2 x 1,Juventude,8,NÃO,BRIAN
Palmeiras,2 x 1,São Paulo,8,SIM,BRIAN
Flamengo,3 x 1,Internacional,1,SIM,GUSTAVO
Vasco,1 x 1,Santos,1,NÃO,GUSTAVO
Juventude,2 x 1,Vitória,1,NÃO,GUSTAVO
São Paulo,2 x 0,Sport,1,NÃO,GUSTAVO
Bragantino,2 x 0,Ceará,1,NÃO,GUSTAVO
Cruzeiro,1 x 0,Mirassol,1,NÃO,GUSTAVO
Grêmio,2 x 1,Atlético-MG,1,NÃO,GUSTAVO
Bahia,1 x 0,Corinthians,1,NÃO,GUSTAVO
Fortaleza,1 x 1,Fluminense,1,NÃO,GUSTAVO
Palmeiras,2 x 1,Botafogo,1,SIM,GUSTAVO
Atlético-MG,2 x 1,São Paulo,2,SIM,GUSTAVO
Botafogo,2 x 0,Juventude,2,NÃO,GUSTAVO
Corinthians,2 x 0,Vasco,2,NÃO,GUSTAVO
Santos,1 x 0,Bahia,2,NÃO,GUSTAVO
Mirassol,0 x 1,Fortaleza,2,NÃO,GUSTAVO
Sport,1 x 2,Palmeiras,2,NÃO,GUSTAVO
Fluminense,2 x 0,Bragantino,2,NÃO,GUSTAVO
Vitória,0 x 2,Flamengo,2,NÃO,GUSTAVO
Ceará,1 x 2,Grêmio,2,NÃO,GUSTAVO
Internacional,1 x 1,Cruzeiro,2,SIM,GUSTAVO
Palmeiras,1 x 1,Corinthians,3,SIM,GUSTAVO
Vasco,2 x 0,Sport,3,NÃO,GUSTAVO
Fluminense,1 x 1,Santos,3,NÃO,GUSTAVO
São Paulo,2 x 1,Cruzeiro,3,NÃO,GUSTAVO
Bragantino,1 x 1,Botafogo,3,NÃO,GUSTAVO
Atlético-MG,2 x 0,Vitória,3,NÃO,GUSTAVO
Juventude,2 x 1,Ceará,3,NÃO,GUSTAVO
Bahia,2 x 0,Mirassol,3,NÃO,GUSTAVO
Fortaleza,2 x 2,Internacional,3,NÃO,GUSTAVO
Grêmio,1 x 2,Flamengo,3,SIM,GUSTAVO
Santos,2 x 0,Atlético-MG,4,SIM,GUSTAVO
Botafogo,1 x 1,São Paulo,4,NÃO,GUSTAVO
Corinthians,2 x 1,Fluminense,4,NÃO,GUSTAVO
Flamengo,3 x 0,Juventude,4,NÃO,GUSTAVO
Mirassol,0 x 1,Grêmio,4,NÃO,GUSTAVO
Cruzeiro,2 x 1,Bahia,4,NÃO,GUSTAVO
Sport,2 x 1,Bragantino,4,NÃO,GUSTAVO
Vitória,2 x 0,Fortaleza,4,NÃO,GUSTAVO
Ceará,1 x 2,Vasco,4,NÃO,GUSTAVO
Internacional,2 x 1,Palmeiras,4,SIM,GUSTAVO
Vasco,0 x 2,Flamengo,5,SIM,GUSTAVO
Fluminense,2 x 0,Vitória,5,NÃO,GUSTAVO
Corinthians,2 x 1,Sport,5,NÃO,GUSTAVO
São Paulo,1 x 1,Santos,5,NÃO,GUSTAVO
Bragantino,1 x 1,Cruzeiro,5,NÃO,GUSTAVO
Atlético-MG,2 x 1,Botafogo,5,NÃO,GUSTAVO
Juventude,2 x 0,Mirassol,5,NÃO,GUSTAVO
Bahia,2 x 0,Ceará,5,NÃO,GUSTAVO
Fortaleza,1 x 2,Palmeiras,5,NÃO,GUSTAVO
Grêmio,1 x 1,Internacional,5,SIM,GUSTAVO
Flamengo,2 x 0,Corinthians,6,SIM,GUSTAVO
Sport,2 x 1,Fortaleza,6,NÃO,GUSTAVO
Palmeiras,2 x 0,Bahia,6,NÃO,GUSTAVO
Santos,1 x 0,Bragantino,6,NÃO,GUSTAVO
Mirassol,2 x 1,Atlético-MG,6,NÃO,GUSTAVO
Cruzeiro,2 x 0,Vasco,6,NÃO,GUSTAVO
Internacional,3 x 1,Juventude,6,NÃO,GUSTAVO
Vitória,1 x 1,Grêmio,6,NÃO,GUSTAVO
Ceará,1 x 2,São Paulo,6,NÃO,GUSTAVO
Botafogo,2 x 0,Fluminense,6,SIM,GUSTAVO
Vasco,1 x 2,Palmeiras,7,SIM,GUSTAVO
Fluminense,2 x 0,Sport,7,NÃO,GUSTAVO
Corinthians,2 x 0,Internacional,7,NÃO,GUSTAVO
São Paulo,1 x 1,Fortaleza,7,NÃO,GUSTAVO
Bragantino,3 x 0,Mirassol,7,NÃO,GUSTAVO
Juventude,1 x 2,Atlético-MG,7,NÃO,GUSTAVO
Grêmio,1 x 2,Santos,7,NÃO,GUSTAVO
Bahia,1 x 1,Botafogo,7,NÃO,GUSTAVO
Ceará,1 x 2,Vitória,7,NÃO,GUSTAVO
Cruzeiro,1 x 2,Flamengo,7,SIM,GUSTAVO
Botafogo,2 x 0,Internacional,8,SIM,GUSTAVO
Sport,1 x 2,Cruzeiro,8,NÃO,GUSTAVO
Flamengo,3 x 1,Bahia,8,NÃO,GUSTAVO
Santos,2 x 0,Ceará,8,NÃO,GUSTAVO
Mirassol,1 x 2,Corinthians,8,NÃO,GUSTAVO
Atlético-MG,2 x 0,Fluminense,8,NÃO,GUSTAVO
Grêmio,3 x 1,Bragantino,8,NÃO,GUSTAVO
Vitória,2 x 0,Vasco,8,NÃO,GUSTAVO
Fortaleza,1 x 0,Juventude,8,NÃO,GUSTAVO
Palmeiras,2 x 1,São Paulo,8,SIM,GUSTAVO
